shortname,Jname,FINALNUM,FINAL,Spt_unc,TAGS,Code,Comment,USEVERSION,USECOLOR,Keep/Skip/maintain,extra1,extra2,Disc,Spec,ID,Priority,Type,Dist_J,Dist_W2,RA SXG,DE SXG,Jdesignation,catWISE RA,catWISE Dec,i,ei,z,ez,y,ey,opt ref,W1,eW1,W2,eW2,Y,eY,J,eJ,H,eH,K,eK,NIR ref,plx,eplx,plx_ref,PMRA,ePMRA,PMDE,ePMDE,PM_ref,PMTot,Vtan,Phototype,Spectral Type,SpT_Comments,Spectrum Date,Spectrum Instrument,Spectrum Observers,Submitted Name,SIMBAD,Vizier,IRSA_Finder,GSA,wiseview,BΣ_distance_Checkup,BΣ_distance,BΣ_PROB,BΣ_YMGs,BΣ_Hyp,Date Added,NumType,In BASS UltraCool,Flags,Notes
0000-4614,J000016.28-461456.4,27.0,T7,1,d,NewDisc,,,,keep,,,EastonH,EastonH,3215.0,DONE,T7,32.9 pc,37.4 pc,00:00:16.29,-46:14:56.4,J000016.28-461456.4,0.0678658,-46.2490076,,,,,,,,18.08,0.107,16.01,0.063,,,18.192,0.036,18.567,0.094,18.147,0.152,VHS,,,,143.5,18.5,-118.4,18.6,NSC DR2,186.0,33.0,24.8,T7,,230629.0,FIRE Prism,"Jackie, Austin R.",MartinKb,SIMBAD,VizieR,FC,GSA,wiseview,,,,,,211008.0,27.0,,,
0001-0613,J000149.45-061336.7,25.0,T5,1,d,NewDisc,,,,keep,,,EastonH,EastonH,3049.0,DONE,T5,29.2 pc,33.0 pc,00:01:49.45,-06:13:36.7,J000149.45-061336.7,0.456046,-6.2268661,,,,,,,,16.707,0.047,15.154,0.034,18.212,0.042,16.845,0.018,16.974,0.046,16.949,0.072,VHS,,,,-23.6,3.2,-26.8,3.2,VHS (Adam),35.7,5.6,24.6,T5,,211022.0,SpeX Prism,Faherty & Calamari,"Arttu Sainio, Tom Bickle",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,210312.0,25.0,,,"co-mover in Gaia? (000.45855917026	-06.21752051328); proper motions are incosistent, but looks possible"
0011-0521B,J001115.03-521004.8,12.0,L2,1,d,NewDisc,A?,,,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0012+5159,J001224.43+515918.5,12.0,L2,1,d,NewSpec,see aus note,,,keep,,,CR18,EastonH,961.0,DONE,L1,30.8 pc,35.8 pc,00:12:24.44, 51:59:18.6,J001224.43+515918.5,3.1018243,51.9884918,,,,,,,,13.327,0.023,12.99,0.016,16.443,0.007,14.461,0.004,13.821,0.03,13.309,0.004,"UHS DR3, 2MASS (H), PS1",31.145,0.3,GaiaDR3,-516.7,0.2,-188.7,0.3,GaiaDR3,550.1,83.7,10.1,L1,L1pec,181124.0,SpeX Prism,Faherty,"Melina ThÈvenot, Sam Goodman, Giovanni Colombo",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,11.0,,,L0.5 phototype in Reyle+2018
0018+5650,J001832.79+565013.6,25.0,T5,1,d,NewSpec,,,,keep,,,"WB20, Azul",EastonH,1794.0,DONE,T4.5,22.1 pc,22.9 pc,00:18:32.79, 56:50:13.7,J001832.79+565013.6,4.6366352,56.837134,,,,,,,,15.454,0.02,14.257,0.016,,,16.152,0.012,16.271,0.024,16.274,0.044,UHS DR3,46.5,3.9,Best20,375.9,3.2,10.4,2.7,Best20,376.0,38.3,23.9,T4.5,,220108.0,SpeX Prism,Faherty,Dan Caselden,SIMBAD,VizieR,FC,GSA,wiseview,,,,,,201027.0,24.5,,,
0020-1535,J002030.53-153543.6,10.0,L0,1,d,NewSpec,disc Roth24,,,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022-0652,J002231.24-065201.0,23.0,T3,1,d,maintain,,,,m,r,"PSO J005.6302-06.8669, keep for colors",WB20,WB20,4.0,DONE,T3,21.4 pc,19.7 pc,00:22:31.25,-06:52:01.1,J002231.24-065201.0,5.6302029,-6.8669649,,,,,,,,14.463,0.016,13.702,0.014,18.613,0.026,16.095,0.005,15.575,0.107,15.159,0.011,"VHS, 2MASS (H), PS1",30.6,3.0,Best20,-106.7,2.3,-7.2,2.3,Best20,106.9,16.6,19.8,T3,red,181124.0,SpeX Prism,Faherty,"stevnbak, Sam Goodman",SIMBAD,VizieR,FC,GSA,wiseview,OK,25.9,99.9,CUMA,CUMA,180926.0,23.0,,YMG,
0025-1346,J002507.85-134647.9,12.5,L2.5,1,d,NewDisc,,,,k,,,EastonH,EastonH,774.0,DONE,L1.5,49.2 pc,44.6 pc,00:25:07.85,-13:46:48.0,J002507.85-134647.9,6.2827283,-13.779989,,,,,,,,13.878,0.014,13.524,0.012,16.676,0.012,15.545,0.006,14.816,0.072,14.385,0.008,"VHS, 2MASS (H), PS1",22.96,1.263,GaiaDR3,-119.9,1.3,-132.8,1.7,GaiaDR3,178.9,36.9,15.9,L1.5,,180930.0,SpeX Prism,Faherty students,"Melina ThÈvenot, Sam Goodman",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,,11.5,,,
0029-3119,J002900.98-311937.5,14.0,L4,1,d,NewSpec,,,,k,,,CR18,EastonH,1026.0,DONE,L1.5,47.4 pc,43.6 pc,00:29:00.99,-31:19:37.6,J002900.98-311937.5,7.2541161,-31.3270992,,,,,,,,13.761,0.013,13.473,0.011,16.668,0.006,15.463,0.003,14.82,0.003,14.322,0.004,VIKING,20.105,0.979,GaiaDR3,-68.5,1.0,-62.5,0.8,GaiaDR3,92.7,21.9,14.4,L1.5,Field,180930.0,SpeX Prism,Faherty students,"Melina ThÈvenot, Sam Goodman",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,11.5,,,L1 photometric type in Reyle+2018
0034-2632,J003424.66-263227.4,8.0,d/sdM8,1,sd,NewDisc,,,,k,,,EastonH,EastonH,1032.0,DONE,M8,215.7 pc,121.8 pc,00:34:24.66,-26:32:27.5,J003424.66-263227.4,8.6027613,-26.5409666,,,,,,,,15.069,0.017,14.735,0.022,17.932,0.048,16.286,0.006,15.769,0.14,15.449,0.014,"VHS, 2MASS (H), PS1",10.895,1.789,GaiaDR3,-47.7,1.7,-126.9,1.9,GaiaDR3,135.6,59.0,15.6,M8,d/sd,181124.0,SpeX Prism,Faherty,"Sam Goodman, wpendrill",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,8.0,,,
0041-4019,J004143.77-401929.9,28.0,T8,1,d,maintain,,,,m,r,"same 2018spec. not new, use for colors",RG12,JDK21,9.0,DONE,T8,13.5 pc,19.4 pc,00:41:43.78,-40:19:29.9,J004143.77-401929.9,10.4324127,-40.324977,,,,,,,,17.037,0.048,15.016,0.025,,,17.393,0.013,,,17.163,0.052,VHS,76.7,9.6,Kirk21,1196.6,1.7,-958.1,1.3,Kirk21,1532.9,94.7,25.8,T8,Pec; Also observed with FIRE Prism on 171203 (Obs Schwabb Gonzales Gagne); spt T8,180923.0,FIRE Echelle,Popinchalk; Gagne,"telmahsel, Dan & Guillaume, Sam Goodman, Austin Rothermich",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180629.0,28.0,,,OBSERVED by Ellie; Eileen and Jonathan with FIRE PRISM - it is a late-T. Previously a YMG candidate but not anymore.
0103+2626,J010321.26+262603.7,12.5,L2.5,1,d,NewSpec,,,,k,,,CR18,EastonH,909.0,DONE,L2,43.8 pc,41.2 pc,01:03:21.26, 26:26:03.7,J010321.26+262603.7,15.8385837,26.4343703,,,,,,,,13.727,0.013,13.407,0.012,17.462,0.008,15.362,0.006,14.694,0.008,14.14,0.007,UHS DR3,29.054,1.274,GaiaDR3,-192.8,1.0,-46.8,1.1,GaiaDR3,198.4,32.4,14.6,L2,field,180930.0,SpeX Prism,Faherty students,"stevnbak, Melina ThÈvenot, Sam Goodman",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,12.0,,,In Late-Movers; L2.5 phototype in Reyle+2018
0103+3053,J010352.81+305317.6,25.0,T5,1,d,NewDisc,,,,k,,,EastonH,EastonH,17.0,DONE,T5,38.9 pc,39.7 pc,01:03:52.82, 30:53:17.6,J010352.81+305317.6,15.9700688,30.8882309,,,,,,,,17.494,0.074,15.558,0.043,,,17.465,0.029,17.814,0.057,18.058,0.199,UHS DR3,,,,-207.9,17.5,-161.1,17.5,UHS DR3,263.0,49.6,25.6,T5,field,210910.0,SpeX Prism,"Jackie,Emily,Austin","touches, Arttu Sainio, MartinKb",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,25.0,,COLOR_OUTLIER,Also YMG
0115-4548,J011552.59-454814.1,11.0,d/sdL1,1,sd,NewSpec,,,,k,,,SK24,EastonH,1428.0,DONE,sdL1,101.7 pc,118.0 pc,01:15:52.60,-45:48:14.2,J011552.59-454814.1,18.9691592,-45.8039327,,,,,,,,16.001,0.023,15.582,0.036,,,17.054,0.016,16.953,0.028,16.701,0.044,VHS,,,,621.7,2.9,-762.3,3.0,NSC (Adam),983.7,550.2,17.9,sdL1,subdwarf?,191212.0,FIRE Prism,Daniella + Rocio,"wpendrill, Les Hamlet, Borvo",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,191027.0,11.0,,,
0115-4616,J011558.74-461620.8,26.0,T6,1,d,maintain,,,,m,r,"same 2018 spec, no added value but good colors.",RG12,JDK21,409.0,DONE,T6,31.0 pc,26.0 pc,01:15:58.74,-46:16:20.8,J011558.74-461620.8,18.9947707,-46.272445,,,,,,,,17.154,0.049,14.884,0.023,,,17.348,0.02,17.754,0.059,18.276,0.183,VHS,,,,-329.5,7.8,-393.6,7.8,NSC (Adam),513.3,63.2,26.0,T6,,181201.0,FIRE Prism,Faherty,"stevnbak, Sam Goodman",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,26.0,,,
0116-0916,J011638.18-091634.3,9.0,M9,1,d,NewDisc,,,,k,,,EastonH,EastonH,652.0,DONE,M8.5,115.8 pc,82.1 pc,01:16:38.19,-09:16:34.4,J011638.18-091634.3,19.1591166,-9.2762154,,,,,,,,14.413,0.016,14.183,0.017,16.808,0.009,15.893,0.006,15.338,0.07,14.775,0.011,"VHS, 2MASS (H)",12.748,1.023,GaiaDR3,200.5,1.2,-89.8,1.2,GaiaDR3,219.7,81.7,12.6,M8.5,field,180930.0,SpeX Prism,Faherty students,"Melina ThÈvenot, Kanilamppu, Arttu Sainio, Borvo, Sam Goodman, Herakles",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,8.5,,,
0117+6726,J011754.18+672654.0,15.0,L5,1,d,NewDisc,,,,k,,,EastonH,EastonH,653.0,DONE,L4.5,53.9 pc,48.6 pc,01:17:54.19, 67:26:54.0,J011754.18+672654.0,19.4757892,67.4483341,,,,,,,,14.35,0.016,14.139,0.015,18.84,0.015,16.6,0.173,15.55,0.123,15.16,0.154,"2MASS, PS1",,,,82.1,4.2,-66.7,4.4,unTimely (Adam),105.7,24.4,16.3,L4.5,,181219.0,APO Triplespec,Katelyn,Sam Goodman,SIMBAD,VizieR,FC,GSA,wiseview,OK,46.0,99.4,ABDMG(88);OCTN(11),ABDMG,180629.0,14.5,,YMG,
0117+7647,J011703.03+764725.2,18.0,d/sdL8,1,sd,NewDisc,,,,k,,,EastonH,EastonH,22.0,DONE,L5,,70.1 pc,01:17:03.04, 76:47:25.3,J011703.03+764725.2,19.2626488,76.7903544,,,,,,,,15.445,0.03,15.035,0.023,19.305,0.006,17.184,0.0,17.34,0.0,15.422,0.182,"2MASS reject, PS1",,,,455.4,7.0,-188.0,7.3,unTimely (Adam),492.7,163.7,17.8,L5,mid-L?(blue?),180121.0,APO Triplespec,Katelyn,"planetaryscience, andy_arg",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180629.0,15.0,,,"Noisy spectrum -- Mid-L? (blue?), CatWISE 2020 reject catalog"
0119-4937,J011931.78-493750.4,27.0,sdT7,1,sd,Update,reclassify as SD from T7,,,m,r,"same 2018 spec, no value add. good color. gets a comment abt suppressed K though",RG12,JDK21,26.0,DONE,T7,39.6 pc,24.2 pc,01:19:31.78,-49:37:50.4,J011931.78-493750.4,19.8824367,-49.6306692,,,,,,,,17.755,0.079,15.069,0.024,,,18.593,0.063,19.064,0.303,,,VHS,,,,604.2,29.7,-514.2,30.3,unTimely (Adam),793.4,91.1,27.0,T7,suppresed K band,181201.0,FIRE Prism,Faherty,"planetsam, Jim Walla (JimW59)",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180629.0,27.0,,,
0119-4502,J011952.82-450231.2,28.0,T8,1,d,maintain,,,,m,r,"same 2018 spec, no value add. good color.","RG12, Azul",JDK21,410.0,DONE,T8,11.9 pc,17.3 pc,01:19:52.82,-45:02:31.3,J011952.82-450231.2,19.9700942,-45.0420258,,,,,,,,17.126,0.048,14.77,0.02,,,17.122,0.015,17.513,0.05,17.362,0.078,VHS,,,,167.4,5.8,34.0,5.9,NSC DR2,170.8,14.0,25.6,T8,,181201.0,FIRE Prism,Faherty,stevnbak,SIMBAD,VizieR,FC,GSA,wiseview,OK,23.7,99.6,BPMG,BPMG,180926.0,28.0,,YMG,
0144+3802,J014407.64+380255.6,18.0,d/sdL8,1,sd,Update,double check ind. originally blue L5.5,,,m,r,"same 2022 spec, no issues. good colors",JDK23,JDK23,3234.0,DONE,L5.5,36.9 pc,50.9 pc,01:44:07.64, 38:02:55.7,J014407.64+380255.6,26.0318527,38.0487932,,,,,,,,14.749,0.017,14.446,0.02,,,16.246,0.012,15.787,0.012,15.275,0.019,UHS DR3,,,,264.9,2.3,97.5,2.3,UHS DR3,282.2,68.1,19.0,L5.5,blue,220118.0,SpeX Prism,Faherty & Calamari,"MartinKb, Borvo",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,211008.0,15.5,,,
0146-0508B,J014611.20-050850.0,17.5,L7.5,1,d,maintain,,,,m,r,"same 2020 spec, good colors. no value add",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0147+5058,J014721.43+505855.6,25.0,T5,1,d,NewDisc,confirm T5 not %4,,,k,,,EastonH,EastonH,38.0,DONE,T4,37.5 pc,41.5 pc,01:47:21.43, 50:58:55.7,J014721.43+505855.6,26.8393061,50.9821272,,,,,,,,16.924,0.047,15.464,0.036,19.765,0.056,17.266,0.027,17.289,0.066,17.342,0.139,UHS DR3,,,,252.0,5.6,-126.8,5.6,UHS DR3,282.1,55.5,24.6,T4,,180831.0,Keck NIRES,Burgasser; Dino,"touches, Vidar87, Arttu Sainio, Sam Goodman, Tom Bickle, Borvo",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180614.0,24.0,,,Previously a YMG candidate but not anymore.
0153+6137,J015349.89+613746.3,16.0,L6gamma,1,y,NewSpec,,,,k,,,JDK21,EastonH,1541.0,DONE,L6,,27.7 pc,01:53:49.89, 61:37:46.3,J015349.89+613746.3,28.4578952,61.6295389,,,,,,,,13.947,0.026,13.237,0.019,,,17.822,0.0,16.336,0.0,15.574,0.188,2MASS reject,,,,218.8,3.1,-102.2,3.2,unTimely (Adam),241.4,31.7,19.7,L6,"very red, matches gamma",,Keck NIRES,Burgasser & co,"Melina_T, Herakles",SIMBAD,VizieR,FC,GSA,wiseview,OK,24.2,88.0,COL(83);CRIUS198(8),COL,200424.0,16.0,,YMG,
0205+5944,J020538.20+594452.2,8.0,M8,1,d,maintain,,,,m,r,"same 2022 spectrum of M8 secondary. good colors, nothing to add",AR24,AR24,2899.0,DONE,M8,93.7 pc,11.7 pc,02:05:38.21, 59:44:52.2,J020538.20+594452.2,31.4092045,59.7478431,,,,,,,,9.805,0.014,9.642,0.008,,,14.476,0.004,13.92,0.004,13.411,0.005,UHS DR3,21.581,0.323,GaiaDR3,241.5,0.3,64.7,0.4,GaiaDR3,250.0,54.9,10.0,M8,,220108.0,SpeX Prism,Faherty,"Sam Goodman, JBELL37",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,201104.0,8.0,,COMOVER,"comoving companion to NLTT 6937 (both in Gaia), blended -- WISE data comes from primary (which is why distance is not correct)"
0223+4657,J022306.86+465718.6,7.0,M7gamma,2,y,NewDisc,check ind,,,k,,,EastonH,EastonH,560.0,DONE,M5.5,248137.9 pc,970.5 pc,02:23:06.86, 46:57:18.6,J022306.86+465718.6,35.778602,46.955175,,,,,,,,15.393,0.022,15.166,0.035,17.843,0.009,16.45,0.015,16.018,0.017,15.638,0.025,UHS DR3,6.523,0.721,GaiaDR3,164.9,1.0,-198.1,0.9,GaiaDR3,257.8,187.3,5.5,M5.5,,180930.0,SpeX Prism,Faherty students,"Vidar87, Dan+Guillaume, Tarun Kota",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180614.0,5.5,,,Spectral type ~M6.5 based on Gaia parallax
0224+1526,J022454.80+152629.5,14.0,L6beta,2,y,maintain,likely between l3 and l6 beta,,,m,r,"same 2020 spec, no value add. good colors","AR24, Azul",AR24,1202.0,DONE,L6,57.4 pc,41.8 pc,02:24:54.81, 15:26:29.5,J022454.80+152629.5,36.2283563,15.441534,,,,,,,,14.606,0.016,14.126,0.017,19.738,0.043,17.445,0.037,16.446,0.023,15.465,0.025,UHS DR3,,,,90.9,3.0,-54.5,3.0,UHS DR3,106.0,21.0,17.4,L6,red,201222.0,SpeX Prism,"Faherty, Rothermich","Melina_T, Arttu Sainio, Sam Goodman, Tom Bickle",SIMBAD,VizieR,FC,GSA,wiseview,OK,34.7,99.3,BPMG,BPMG,190314.0,16.0,,YMG,"co-moving Ls (sep ~11"")?  CatWISE Position of faint possible companion = (36.2254230,15.4427483)"
0227+0830,J022737.75+083008.8,18.0,d/sdL8,1,sd,maintain,check ind,,,m,r,"in sanghi23, keep for colors",AS23,AS23,586.0,DONE,L5,37.3 pc,39.0 pc,02:27:37.75, 08:30:08.9,J022737.75+083008.8,36.9072967,8.5024629,,,,,,,,14.214,0.015,13.762,0.015,17.286,0.016,16.029,0.008,15.376,0.013,14.908,0.01,UKIDSS LAS,29.558,0.317,GaiaDR3,343.6,2.9,-111.8,3.0,PS1 (Adam),361.3,57.9,18.0,L5,"very blue, possibly sd?",181027.0,Keck NIRES,Burgasser et al.,"telmahsel, NicholastheElder, Sam Goodman, Tom Bickle, Leopold",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180629.0,15.0,,COMOVER,"comoving with G73-59 (sep=16""); Gaia data from companion (036.90432805651        +08.49923672015)  Caballero 2009 suggests that G73-59 is co-moving with HIP 11707 (K4; ~36 pc); L6:: pec in Sanghi+2023"
0251+3657,J025152.84+365741.1,15.0,L5,1,d,NewDisc,,,,k,,,EastonH,EastonH,1920.0,DONE,L7,36.3 pc,49.5 pc,02:51:52.84, 36:57:41.1,J025152.84+365741.1,42.9701658,36.9614271,,,,,,,,14.973,0.017,14.717,0.024,,,16.897,0.026,15.798,0.155,15.613,0.026,UHS DR3,,,,67.4,5.2,-120.1,5.2,UHS DR3,137.7,32.3,16.1,L7,d/sd,220118.0,SpeX Prism,Faherty & Calamari,Dan Caselden,SIMBAD,VizieR,FC,GSA,wiseview,,,,,,201027.0,17.0,,,Previously a YMG candidate but not anymore.
0252+5014,J025248.18+501449.7,12.0,L2,1,d,NewDisc,,,,k,,,EastonH,EastonH,998.0,DONE,L3,40.8 pc,34.3 pc,02:52:48.19, 50:14:49.8,J025248.18+501449.7,43.200777,50.2471577,,,,,,,,13.418,0.019,13.133,0.017,17.672,0.021,15.435,0.008,14.559,0.006,13.878,0.006,UHS DR3,31.449,1.195,GaiaDR3,-234.5,1.4,-183.9,1.2,GaiaDR3,298.0,44.9,14.3,L3,L3,181124.0,SpeX Prism,Faherty,"Sam Goodman, Melina ThÈvenot",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,13.0,,,
0305-5826,J030533.85-582636.8,27.0,T8,1,d,maintain,chekc scaling,,,m,r,"same 2018 spec, no additional comments. decent colors",AM20b,AM20b,49.0,DONE,T9,14.1 pc,19.3 pc,03:05:33.85,-58:26:36.8,J030533.85-582636.8,46.3910595,-58.4435674,,,,,,,,18.105,0.086,15.541,0.029,,,19.104,0.065,,,,,VHS,,,,-326.2,34.6,-205.7,36.2,unTimely (Adam),385.6,35.2,27.8,T9,T8-T9,181201.0,FIRE Prism,Faherty,"touches, NibiruX, guyepeak (Kenneth Hinckley), Austin Rothermich, Arttu Sainio",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,,29.0,,,"potential companion in VHS images, BYW Spitzer"
0308-3833,J030802.81-383302.0,25.0,T5,1,d,NewDisc,,,,k,,,EastonH,EastonH,1001.0,DONE,T4.5,35.7 pc,38.7 pc,03:08:02.82,-38:33:02.1,J030802.81-383302.0,47.0117332,-38.5505777,,,,,,,,16.989,0.043,15.402,0.031,,,17.193,0.013,,,17.333,0.08,VHS,,,,82.9,7.3,-76.2,7.2,NSC DR2,112.6,20.7,24.3,T4.5,,191210.0,FIRE Prism,Daniella + Rocio,"Sam Goodman, Austin Rothermich, nikborovik, Frank Kiwy, MartinKb, Tom Bickle, Leopold Gramaize",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,24.5,,,Previously a YMG candidate but not anymore.
0326+4350,J032601.25+435002.6,12.0,L2beta,1,y,NewDisc,,,,k,,,EastonH,EastonH,1934.0,DONE,L2,57.8 pc,49.1 pc,03:26:01.26, 43:50:02.7,J032601.25+435002.6,51.5052351,43.8340827,,,,,,,,14.123,0.015,13.784,0.014,,,15.968,0.01,15.249,0.009,14.593,0.011,UHS DR3,,,,53.6,1.8,-44.3,1.8,UHS DR3,69.6,16.2,15.5,L2,,240203.0,SpeX Prism,"Rothermich, Suarez",Dan Caselden,SIMBAD,VizieR,FC,GSA,wiseview,,,,,,201027.0,12.0,,,
0333+7150,J033346.31+715033.0,20.0,T0,1,d,NewDisc,,,,k,,,EastonH,EastonH,454.0,DONE,T0,25.6 pc,29.4 pc,03:33:46.32, 71:50:33.1,J033346.31+715033.0,53.4429828,71.8425183,,,,,,,,14.779,0.014,14.167,0.014,18.928,0.086,16.774,0.176,15.909,0.172,15.659,0.214,"2MASS, PS1",,,,55.2,5.6,-201.7,5.6,unTimely (Adam),209.1,29.1,19.8,T0,:,181219.0,APO Triplespec,Katelyn,"stevnbak, Sam Goodman, Arttu Sainio",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,171029.0,20.0,,,
0335-4439,J033554.79-443916.2,24.5,T4.5,1,d,NewDisc,,,,k,,,"EastonH, Azul",EastonH,61.0,DONE,T4,27.8 pc,32.4 pc,03:35:54.79,-44:39:16.2,J033554.79-443916.2,53.978299,-44.6545016,,,,,,,,16.336,0.027,14.928,0.021,,,16.616,0.008,16.384,0.278,16.638,0.049,"VHS, 2MASS reject (H)",,,,209.4,6.1,125.6,5.9,NSC DR2,244.2,37.5,24.2,T4,blue,191219.0,Keck NIRES,Burgasser et al.,"stevnbak, Arttu Sainio, Frank Kiwy, Borvo",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,24.0,,,
0340+1155,J034054.08+115548.4,19.0,L9,2,d,NewDisc,,,,k,,,EastonH,EastonH,1726.0,DONE,L9,71.6 pc,44.9 pc,03:40:54.09, 11:55:48.4,J034054.08+115548.4,55.2253686,11.9301226,,,,,,,,15.551,0.023,14.915,0.028,,,18.932,0.098,17.81,0.082,16.63,0.059,UHS DR3,,,,66.7,8.3,-132.9,8.3,UHS DR3,148.7,31.6,18.8,L9,poor fit -- no good match,231003.0,Keck NIRES,Burgasser & Karpoor,"Arttu Sainio, Dan, al2980, Tom Bickle",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,200930.0,19.0,,,Previously a YMG candidate but not anymore.
0341-1925,J034132.69-192547.4,25.0,T5,1,d,NewDisc,,,,k,,,EastonH,EastonH,62.0,DONE,T5,26.3 pc,28.9 pc,03:41:32.69,-19:25:47.5,J034132.69-192547.4,55.3862272,-19.4298566,,,,,,,,16.494,0.035,14.864,0.024,19.277,0.04,16.614,0.008,16.113,0.174,16.719,0.041,"VHS, 2MASS reject (H), PS1",,,,172.9,4.8,-106.4,4.7,NSC DR2,203.0,27.8,23.4,T5,T5 sl. red. This is a candidate member of Columba in the CatWISE search - keep an eye on this. Get RV?,201124.0,SpeX Prism,"Faherty, Rothermich, Calamari; also Burgasser+ Keck/NIRES 210102","touches, NibiruX, Sam Goodman, Dan+Guillaume, Arttu Sainio, Frank Kiwy, Borvo",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,25.0,CATWISE,,Previously a YMG candidate but not anymore.
0341+4715,J034146.12+471530.5,22.5,T2.5,1,d,NewSpec,,,,k,,,JDK21,EastonH,1553.0,DONE,T2,21.9 pc,21.2 pc,03:41:46.12, 47:15:30.5,J034146.12+471530.5,55.4421807,47.2584749,,,,,,,,14.669,0.018,13.734,0.013,17.381,0.016,16.269,0.011,15.729,0.013,16.326,0.024,UKIDSS GCS,,,,245.0,4.3,-64.4,4.3,UKIDSS GCS,253.3,25.5,23.7,T2,possible spectral binary,210102.0,Keck NIRES,Burgasser+,"Sam Goodman, Melina_T",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,200424.0,22.0,,,
0345+5137,J034547.29+513716.0,16.0,L6,1,d,maintain,,,,m,r,"2021 spec, use for colors","JDK23, Azul",JDK23,1945.0,DONE,L5.5,24.8 pc,21.4 pc,03:45:47.29, 51:37:16.0,J034547.29+513716.0,56.4470477,51.6211143,,,,,,,,12.848,0.015,12.565,0.012,16.791,0.011,15.384,0.006,14.431,0.004,13.62,0.003,UKIDSS GCS,36.203,1.736,GaiaDR3,-86.9,2.0,7.7,2.0,GaiaDR3,87.2,11.4,16.4,L5.5,sl red. Allers indices say L3 but that's wrong,201124.0,SpeX Prism,"Faherty, Rothermich, Calamari","Dan Caselden, Arttu Sainio, MelinaT, Herakles",SIMBAD,VizieR,FC,GSA,wiseview,OK,25.9,99.4,CUMA,CUMA,201027.0,15.5,,YMG,
0347-1814,J034700.88-181400.2,14.5,L4.5,1,d,NewSpec,,,,k,,,CR18,EastonH,1010.0,DONE,L4,34.0 pc,31.0 pc,03:47:00.88,-18:14:00.3,J034700.88-181400.2,56.7536819,-18.2334086,,,,,,,,13.344,0.014,13.068,0.011,17.657,0.01,15.388,0.004,14.435,0.049,13.918,0.005,"VHS, 2MASS (H), PS1",32.295,0.853,GaiaDR3,-134.9,1.0,1.0,0.9,GaiaDR3,134.9,19.8,14.1,L4,Field,180930.0,SpeX Prism,Faherty students,"stevnbak, Sam Goodman, Melina ThÈvenot",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180412.0,14.0,,,L3.5 phototype in Reyle 2018
0351-1751,J035123.47-175112.1,12.0,L2,1,d,NewSpec,,,,k,,,CR18,EastonH,1011.0,DONE,L2,46.0 pc,40.6 pc,03:51:23.47,-17:51:12.1,J035123.47-175112.1,57.8477992,-17.853369,,,,,,,,13.649,0.013,13.371,0.012,17.606,0.015,15.472,0.004,14.684,0.053,14.074,0.006,"VHS, 2MASS (H), PS1",26.326,1.163,GaiaDR3,-42.7,1.0,-49.9,0.9,GaiaDR3,65.7,11.8,12.8,L2,,180930.0,SpeX Prism,Faherty students,"stevnbak, Melina ThÈvenot",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180412.0,12.0,,,L2 phototype in Reyle 2018
